timestamp,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,abAccX,abAccY,abAccZ,abGyrX,abGyrY,abGyrZ,labels,operational_status,total_kinetic_shock_g
17613785.0,0.0,0.02,0.0,0.01,3.71,3.71,0.0,0.0,-0.00030803,-0.00042118,-9.818879,0.00030276,0.00019695,0.000252,0,0_NORMAL_FLIGHT,9.8189
17663765.0,0.0,0.02,0.0,0.01,3.71,3.71,0.0,0.0,-0.0017871,4.992e-05,-9.817501,0.00023636,0.00017043,5.324e-05,0,0_NORMAL_FLIGHT,9.8175
17713745.0,0.0,0.02,0.0,0.01,3.705,3.705,0.0,0.0,-0.00196261,-0.00061214,-9.817578,0.0001766,0.00024882,0.00025183,0,0_NORMAL_FLIGHT,9.8176
17763725.0,0.0,0.02,0.0,0.01,3.7,3.7,0.0,0.0,-0.00140716,-0.00053483,-9.817175,0.00026158,0.00020921,0.00026539,0,0_NORMAL_FLIGHT,9.8172
17813705.0,0.0,0.02,0.0,0.01,3.7,3.7,0.0,0.0,-0.00044705,-0.00086087,-9.817781,0.00023783,0.00031464,0.00026297,0,0_NORMAL_FLIGHT,9.8178
17863685.0,0.0,0.02,0.0,0.01,3.7,3.7,0.0,0.0,0.00033856,-0.00096238,-9.817656,0.00026437,0.00023191,0.00033724,0,0_NORMAL_FLIGHT,9.8177
17913665.0,0.0,0.02,0.0,0.01,3.695,3.695,0.0,0.0,-0.00110567,-0.00174917,-9.817256,0.00028502,0.00022445,0.0002411,0,0_NORMAL_FLIGHT,9.8173
17963645.0,0.0,0.02,0.0,0.01,3.69,3.69,0.0,0.0,-0.00139948,-0.00063198,-9.818172,0.00028761,0.00028137,0.00025365,0,0_NORMAL_FLIGHT,9.8182
18013625.0,0.0,0.02,0.0,0.01,3.69,3.69,0.0,0.0,-0.00189336,-0.00117541,-9.817019,0.00021152,0.00017964,0.00023611,0,0_NORMAL_FLIGHT,9.817
18063605.0,0.0,0.02,0.0,0.01,3.69,3.69,0.0,0.0,-0.00148707,-0.0006408,-9.817009,0.00029723,0.00019794,0.00013972,0,0_NORMAL_FLIGHT,9.817
18113585.0,0.0,0.02,0.0,0.01,3.685,3.685,0.0,0.0,-0.00011534,-0.00236781,-9.817297,0.00026047,0.0003124,0.00026275,0,0_NORMAL_FLIGHT,9.8173
18163565.0,0.0,0.02,0.0,0.01,3.68,3.68,0.0,0.0,-0.00040062,-0.0004031,-9.817719,0.00023631,0.00028067,0.00027672,0,0_NORMAL_FLIGHT,9.8177
18213545.0,0.0,0.02,0.0,0.01,3.68,3.68,0.0,0.0,-0.00118949,-0.00016287,-9.816547,0.0001984,0.00019775,0.00025887,0,0_NORMAL_FLIGHT,9.8165
18263525.0,0.0,0.02,0.0,0.01,3.68,3.68,0.0,0.0,-0.00116038,-0.00131062,-9.817455,0.00024121,0.00020422,0.0003149,0,0_NORMAL_FLIGHT,9.8175
18313505.0,0.0,0.02,0.0,0.01,3.675,3.675,0.0,0.0,-0.00034771,-0.00063361,-9.817186,0.00032131,0.0002582,0.00029969,0,0_NORMAL_FLIGHT,9.8172
18363485.0,0.0,0.02,0.0,0.01,3.67,3.67,0.0,0.0,-0.00113383,-0.00077726,-9.816128,0.00028049,0.00018376,0.00021976,0,0_NORMAL_FLIGHT,9.8161
18413465.0,0.0,0.02,0.0,0.01,3.665,3.665,0.0,0.0,-0.00121189,-0.00171986,-9.817736,0.00024045,0.00018723,0.00024494,0,0_NORMAL_FLIGHT,9.8177
18463445.0,0.0,0.02,0.0,0.01,3.66,3.66,0.0,0.0,-0.00100766,-0.00162792,-9.817418,0.00019721,0.0002376,0.00032814,0,0_NORMAL_FLIGHT,9.8174
18513425.0,0.0,0.02,0.0,0.01,3.655,3.655,0.0,0.0,-0.00067284,-0.00051388,-9.817444,0.0002201,0.0002045,0.00026841,0,0_NORMAL_FLIGHT,9.8174
18563405.0,0.0,0.02,0.0,0.01,3.65,3.65,0.0,0.0,-0.00118641,-0.00103628,-9.818089,0.00023851,0.00025092,0.00023956,0,0_NORMAL_FLIGHT,9.8181
18613385.0,0.0,0.02,0.0,0.01,3.65,3.65,0.0,0.0,-0.00070929,-0.00078761,-9.816311,0.00030347,0.00023816,0.00032364,0,0_NORMAL_FLIGHT,9.8163
18663365.0,0.0,0.02,0.0,0.01,3.65,3.65,0.0,0.0,0.00011815,-0.00166192,-9.818711,0.00025637,0.00018429,0.00019793,0,0_NORMAL_FLIGHT,9.8187
18713345.0,0.0,0.02,0.0,0.01,3.645,3.645,0.0,0.0,-0.00045152,-0.00032607,-9.817787,0.00028104,0.00014473,0.00030022,0,0_NORMAL_FLIGHT,9.8178
18763325.0,0.0,0.02,0.0,0.01,3.64,3.64,0.0,0.0,-0.00025319,-0.00153506,-9.816398,0.00031542,0.00019539,0.00020381,0,0_NORMAL_FLIGHT,9.8164
18813305.0,0.0,0.02,0.0,0.01,3.635,3.635,0.0,0.0,-0.00117429,-0.00186881,-9.817354,0.00019139,0.00024764,0.00030707,0,0_NORMAL_FLIGHT,9.8174
18863285.0,0.0,0.02,0.0,0.01,3.63,3.63,0.0,0.0,0.00011537,-0.00131298,-9.817488,0.00020802,0.00028219,0.00023071,0,0_NORMAL_FLIGHT,9.8175
18913681.5,0.0,0.02,0.0,0.01,3.625,3.625,0.0,0.0,0.00031486,-0.00115588,-9.818199,0.00027764,0.00025413,0.00027369,0,0_NORMAL_FLIGHT,9.8182
18964078.0,0.0,0.02,0.0,0.01,3.62,3.62,0.0,0.0,-0.00114354,-0.00056526,-9.817784,0.00032454,0.0002229,0.00032778,0,0_NORMAL_FLIGHT,9.8178
19014058.0,0.0,0.025,0.0,0.01,3.615,3.615,0.0,0.0,-0.00149921,-0.00193461,-9.818232,0.00026581,0.00024312,0.00028492,0,0_NORMAL_FLIGHT,9.8182
19064038.0,0.0,0.03,0.0,0.01,3.61,3.61,0.0,0.0,-0.00170043,-0.00142475,-9.818058,0.00023555,0.00033962,0.00028804,0,0_NORMAL_FLIGHT,9.8181
19114018.0,0.0,0.03,0.0,0.01,3.605,3.605,0.0,0.0,-0.00150315,-0.00165842,-9.817682,0.00026641,0.0002389,0.00020739,0,0_NORMAL_FLIGHT,9.8177
19163998.0,0.0,0.03,0.0,0.01,3.6,3.6,0.0,0.0,-0.00013173,-0.00095521,-9.816848,0.00023118,0.00025055,0.00027357,0,0_NORMAL_FLIGHT,9.8168
19213978.0,0.0,0.03,0.0,0.01,3.6,3.6,0.0,0.0,-0.00162087,-0.00089633,-9.817003,0.00020973,0.00021571,0.00030028,0,0_NORMAL_FLIGHT,9.817
19263958.0,0.0,0.03,0.0,0.01,3.6,3.6,0.0,0.0,-2.799e-05,-7.085e-05,-9.817308,0.00028261,0.00028889,0.00023014,0,0_NORMAL_FLIGHT,9.8173
19313938.0,0.0,0.03,0.0,0.01,3.59,3.59,0.0,0.0,-0.00163956,-0.00035879,-9.816425,0.00020478,0.00024286,0.00026962,0,0_NORMAL_FLIGHT,9.8164
19363918.0,0.0,0.03,0.0,0.01,3.58,3.58,0.0,0.0,0.0004009,-0.00044124,-9.816967,0.00027817,0.00030185,0.00030076,0,0_NORMAL_FLIGHT,9.817
19413898.0,0.0,0.03,0.0,0.01,3.575,3.575,0.0,0.0,-0.00068428,-0.00058971,-9.816932,0.00035336,0.00027825,0.00026476,0,0_NORMAL_FLIGHT,9.8169
19463878.0,0.0,0.03,0.0,0.01,3.57,3.57,0.0,0.0,-0.00099499,-0.00044624,-9.817995,0.000197,0.00025499,0.00025894,0,0_NORMAL_FLIGHT,9.818
19513858.0,0.0,0.03,0.0,0.01,3.565,3.565,0.0,0.0,-0.00038098,-0.0018369,-9.816908,0.00026945,0.00030407,0.00035147,0,0_NORMAL_FLIGHT,9.8169
19563838.0,0.0,0.03,0.0,0.01,3.56,3.56,0.0,0.0,-0.00124762,-0.00167572,-9.81627,0.00026612,0.00023576,0.0002743,0,0_NORMAL_FLIGHT,9.8163
19613818.0,0.0,0.03,0.0,0.01,3.555,3.555,0.0,0.0,-0.000898,-0.00145651,-9.817577,0.00020433,0.00026542,0.00020555,0,0_NORMAL_FLIGHT,9.8176
19663798.0,0.0,0.03,0.0,0.01,3.55,3.55,0.0,0.0,-0.00064092,-0.0008178,-9.817444,0.00020035,0.00022424,0.00027099,0,0_NORMAL_FLIGHT,9.8174
19713778.0,0.0,0.03,0.0,0.01,3.545,3.545,0.0,0.0,-0.00094764,-0.000982,-9.818002,0.00022991,0.00030285,0.0002671,0,0_NORMAL_FLIGHT,9.818
19763758.0,0.0,0.03,0.0,0.01,3.54,3.54,0.0,0.0,-0.00121971,-0.00082048,-9.817892,0.00029172,0.00024021,0.00029682,0,0_NORMAL_FLIGHT,9.8179
19813738.0,0.0,0.03,0.0,0.01,3.535,3.535,0.0,0.0,-0.00024891,-0.00086539,-9.817043,0.00019436,0.00026971,0.00026459,0,0_NORMAL_FLIGHT,9.817
19863718.0,0.0,0.03,0.0,0.01,3.53,3.53,0.0,0.0,-0.00130479,-0.00087375,-9.81723,0.00023481,0.00024609,0.00035774,0,0_NORMAL_FLIGHT,9.8172
19913698.0,0.0,0.03,0.0,0.01,3.525,3.525,0.0,0.0,-0.00134734,-9.492e-05,-9.817812,0.00026625,0.00026685,0.00034366,0,0_NORMAL_FLIGHT,9.8178
19963678.0,0.0,0.03,0.0,0.01,3.52,3.52,0.0,0.0,-0.00136014,-0.00016305,-9.817183,0.00024849,0.00031314,0.00024952,0,0_NORMAL_FLIGHT,9.8172
20013658.0,0.0,0.03,0.0,0.01,3.515,3.515,0.0,0.0,-0.00031659,-0.00066767,-9.817097,0.00019466,0.0002974,0.00029112,0,0_NORMAL_FLIGHT,9.8171
20063638.0,0.0,0.03,0.0,0.01,3.51,3.51,0.0,0.0,-0.00036465,0.00053834,-9.817447,0.00031503,0.0002495,0.0002839,0,0_NORMAL_FLIGHT,9.8174
20113618.0,0.0,0.03,0.0,0.01,3.505,3.505,0.0,0.0,-0.00017044,-0.00147659,-9.817778,0.00036915,0.00028448,0.00029005,0,0_NORMAL_FLIGHT,9.8178
20163598.0,0.0,0.03,0.0,0.01,3.5,3.5,0.0,0.0,-0.00035941,-0.00129672,-9.818266,0.0002023,0.0002552,0.00021264,0,0_NORMAL_FLIGHT,9.8183
20213578.0,0.0,0.03,0.0,0.01,3.495,3.495,0.0,0.0,-0.0013945,0.0002078,-9.817575,0.00021778,0.00024111,0.00033899,0,0_NORMAL_FLIGHT,9.8176
20263558.0,0.0,0.03,0.0,0.01,3.49,3.49,0.0,0.0,0.0004196,-0.00155735,-9.818403,0.00025147,0.00023597,0.00033418,0,0_NORMAL_FLIGHT,9.8184
20313538.0,0.0,0.03,0.0,0.01,3.485,3.485,0.0,0.0,-0.0020091,-0.00015076,-9.81708,0.00036453,0.00023652,0.00026646,0,0_NORMAL_FLIGHT,9.8171
20363518.0,0.0,0.03,0.0,0.01,3.48,3.48,0.0,0.0,-0.00130391,-0.0012776,-9.815634,0.00037063,0.00030288,0.00030704,0,0_NORMAL_FLIGHT,9.8156
20413498.0,0.0,0.03,0.0,0.01,3.475,3.475,0.0,0.0,-0.00081273,-0.00145251,-9.817245,0.00024624,0.00031645,0.00028058,0,0_NORMAL_FLIGHT,9.8172
20463478.0,0.0,0.03,0.0,0.01,3.47,3.47,0.0,0.0,-0.00088471,-0.00099114,-9.817692,0.00031722,0.00031875,0.00032396,0,0_NORMAL_FLIGHT,9.8177
20513458.0,0.0,0.03,0.0,0.01,3.46,3.46,0.0,0.0,-0.00157943,-0.00147748,-9.817735,0.00026781,0.00024579,0.00037661,0,0_NORMAL_FLIGHT,9.8177
20563438.0,0.0,0.03,0.0,0.01,3.45,3.45,0.0,0.0,-0.00077034,-0.00045963,-9.816778,0.00021924,0.00025176,0.00026255,0,0_NORMAL_FLIGHT,9.8168
20613418.0,0.0,0.03,0.0,0.01,3.445,3.445,0.0,0.0,-0.0007862,-0.0006046,-9.816759,0.00024024,0.00028485,0.00029939,0,0_NORMAL_FLIGHT,9.8168
20663398.0,0.0,0.03,0.0,0.01,3.44,3.44,0.0,0.0,-0.0017665,-0.00116676,-9.818499,0.0003234,0.00026285,0.00033599,0,0_NORMAL_FLIGHT,9.8185
20713378.0,0.0,0.03,0.0,0.015,3.435,3.435,0.0,0.0,-0.00073072,-0.0010668,-9.81722,0.00034965,0.00030511,0.00022825,0,0_NORMAL_FLIGHT,9.8172
20763358.0,0.0,0.03,0.0,0.02,3.43,3.43,0.0,0.0,-0.00108373,-0.00019523,-9.817473,0.00026076,0.00030043,0.00025767,0,0_NORMAL_FLIGHT,9.8175
20813338.0,0.0,0.03,0.0,0.02,3.425,3.425,0.0,0.0,5.734e-05,-0.00044806,-9.816965,0.00032196,0.00026932,0.00038723,0,0_NORMAL_FLIGHT,9.817
20863318.0,0.0,0.03,0.0,0.02,3.42,3.42,0.0,0.0,-0.00062959,-0.00125614,-9.817449,0.00031889,0.00030726,0.00028721,0,0_NORMAL_FLIGHT,9.8174
20913298.0,0.0,0.03,0.0,0.02,3.415,3.415,0.0,0.0,-0.00111679,-0.00069385,-9.817387,0.00037129,0.00026978,0.00029361,0,0_NORMAL_FLIGHT,9.8174
20963278.0,0.0,0.03,0.0,0.02,3.41,3.41,0.0,0.0,-0.00048234,-0.00156962,-9.818561,0.0003344,0.00029244,0.00028913,0,0_NORMAL_FLIGHT,9.8186
21013674.5,0.0,0.03,0.0,0.02,3.405,3.405,0.0,0.0,-6.151e-05,-0.00067364,-9.81746,0.00025431,0.00032091,0.0003277,0,0_NORMAL_FLIGHT,9.8175
21064071.0,0.0,0.03,0.0,0.02,3.4,3.4,0.0,0.0,-0.00113614,-0.00077169,-9.816863,0.00029409,0.00030396,0.00029786,0,0_NORMAL_FLIGHT,9.8169
21114051.0,0.0,0.03,0.0,0.02,3.39,3.39,0.0,0.0,-0.00169451,-0.0011007,-9.818062,0.00025913,0.0002832,0.00030957,0,0_NORMAL_FLIGHT,9.8181
21164031.0,0.0,0.03,0.0,0.02,3.38,3.38,0.0,0.0,-0.00133815,-7.817e-05,-9.81714,0.00023716,0.00021047,0.00032597,0,0_NORMAL_FLIGHT,9.8171
21214011.0,0.0,0.03,0.0,0.02,3.375,3.375,0.0,0.0,0.00055049,-0.00055095,-9.81883,0.00025758,0.00029794,0.0002512,0,0_NORMAL_FLIGHT,9.8188
21263991.0,0.0,0.03,0.0,0.02,3.37,3.37,0.0,0.0,-0.00206459,-0.00023522,-9.816768,0.00024001,0.00026294,0.00031276,0,0_NORMAL_FLIGHT,9.8168
21313971.0,0.0,0.03,0.0,0.02,3.365,3.365,0.0,0.0,-0.00069135,-0.00134504,-9.817395,0.00028896,0.00023093,0.00025935,0,0_NORMAL_FLIGHT,9.8174
21363951.0,0.0,0.03,0.0,0.02,3.36,3.36,0.0,0.0,-0.00047162,-0.00041856,-9.816694,0.00020172,0.00028496,0.00035094,0,0_NORMAL_FLIGHT,9.8167
21413931.0,0.0,0.03,0.0,0.02,3.355,3.355,0.0,0.0,-0.00115966,-0.00064047,-9.817742,0.00028368,0.00029146,0.00031473,0,0_NORMAL_FLIGHT,9.8177
21463911.0,0.0,0.03,0.0,0.02,3.35,3.35,0.0,0.0,-0.00088358,-0.00112582,-9.818466,0.00028955,0.00027588,0.00032634,0,0_NORMAL_FLIGHT,9.8185
21513891.0,0.0,0.03,0.0,0.02,3.345,3.345,0.0,0.0,-0.00259401,-0.00097619,-9.816522,0.00031595,0.00031531,0.00025962,0,0_NORMAL_FLIGHT,9.8165
21563871.0,0.0,0.03,0.0,0.02,3.34,3.34,0.0,0.0,-0.00082306,-0.00085168,-9.817091,0.00023889,0.00030893,0.00023015,0,0_NORMAL_FLIGHT,9.8171
21613851.0,0.0,0.03,0.0,0.02,3.33,3.33,0.0,0.0,-0.00238194,-0.00093136,-9.81744,0.00029028,0.00022286,0.00036028,0,0_NORMAL_FLIGHT,9.8174
21663831.0,0.0,0.03,0.0,0.02,3.32,3.32,0.0,0.0,-0.0003992,-0.00096684,-9.817951,0.00032184,0.00032478,0.000289,0,0_NORMAL_FLIGHT,9.818
21713811.0,0.0,0.03,0.0,0.02,3.315,3.315,0.0,0.0,-0.00058956,-0.00042727,-9.817762,0.00031965,0.00025778,0.00030503,0,0_NORMAL_FLIGHT,9.8178
21763791.0,0.0,0.03,0.0,0.02,3.31,3.31,0.0,0.0,-0.00076639,0.00019792,-9.817865,0.00028605,0.0003746,0.00033579,0,0_NORMAL_FLIGHT,9.8179
21813771.0,0.0,0.03,0.0,0.02,3.305,3.305,0.0,0.0,-8.26e-06,0.00072733,-9.817367,0.00039871,0.00021336,0.000304,0,0_NORMAL_FLIGHT,9.8174
21863751.0,0.0,0.03,0.0,0.02,3.3,3.3,0.0,0.0,-0.00057581,-0.00073293,-9.816881,0.00027075,0.00034453,0.00030589,0,0_NORMAL_FLIGHT,9.8169
21913731.0,0.0,0.03,0.0,0.02,3.295,3.295,0.0,0.0,-0.00072767,3.932e-05,-9.816328,0.00023834,0.00040095,0.00025467,0,0_NORMAL_FLIGHT,9.8163
21963711.0,0.0,0.03,0.0,0.02,3.29,3.29,0.0,0.0,-0.00124889,-0.00031218,-9.817591,0.000283,0.00030536,0.00032511,0,0_NORMAL_FLIGHT,9.8176
22013691.0,0.0,0.035,0.0,0.02,3.285,3.285,0.0,0.0,-0.00117334,-0.00096986,-9.816553,0.00036522,0.00020783,0.00046445,0,0_NORMAL_FLIGHT,9.8166
22063671.0,0.0,0.04,0.0,0.02,3.28,3.28,0.0,0.0,-0.00052353,-0.00023658,-9.817421,0.00028856,0.00036461,0.00031923,0,0_NORMAL_FLIGHT,9.8174
22113651.0,0.0,0.04,0.0,0.02,3.27,3.27,0.0,0.0,-0.00151389,-0.00121411,-9.816606,0.00032226,0.00027185,0.0003131,0,0_NORMAL_FLIGHT,9.8166
22163631.0,0.0,0.04,0.0,0.02,3.26,3.26,0.0,0.0,-0.00073038,-0.00096322,-9.81773,0.000272,0.00035392,0.00039536,0,0_NORMAL_FLIGHT,9.8177
22213611.0,0.0,0.04,0.0,0.02,3.255,3.255,0.0,0.0,-0.00084884,-0.00096641,-9.816963,0.0003085,0.00031177,0.00031101,0,0_NORMAL_FLIGHT,9.817
22263591.0,0.0,0.04,0.0,0.02,3.25,3.25,0.0,0.0,-0.00133513,-0.00158379,-9.818005,0.00042335,0.00032674,0.0002966,0,0_NORMAL_FLIGHT,9.818
22313571.0,0.0,0.04,0.0,0.02,3.245,3.245,0.0,0.0,7.633e-05,-0.00184021,-9.817377,0.000327,0.00031697,0.00040415,0,0_NORMAL_FLIGHT,9.8174
22363551.0,0.0,0.04,0.0,0.02,3.24,3.24,0.0,0.0,-0.00151249,-0.00028086,-9.819011,0.00038875,0.00030316,0.0002478,0,0_NORMAL_FLIGHT,9.819
